,cut,color,clarity,city_Amsterdam,city_Antwerp,city_Dubai,city_Kimberly,city_Las Vegas,city_London,city_Luxembourg,city_Madrid,city_New York City,city_Paris,city_Surat,city_Tel Aviv,city_Zurich
15848,3,8.57,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
15849,15,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15850,15,5.71,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0
15851,15,7.14,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0
15852,1,2.86,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
15853,1,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
15854,10,2.86,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
15855,6,5.71,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
15856,15,8.57,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
15857,15,5.71,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
15858,6,4.29,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
15859,15,2.86,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
15860,15,4.29,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
15861,6,5.71,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
15862,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
15863,6,8.57,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0
15864,10,8.57,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
15865,6,5.71,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
15866,15,1.43,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
15867,1,8.57,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
15868,15,7.14,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
15869,15,4.29,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
15870,10,5.71,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0
15871,15,10.0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
15872,15,8.57,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
15873,10,8.57,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
15874,6,2.86,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
15875,3,4.29,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
15876,6,7.14,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
15877,6,7.14,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
15878,6,8.57,8.75,0,0,0,0,0,1,0,0,0,0,0,0,0
15879,10,7.14,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
15880,6,2.86,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
15881,3,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15882,15,4.29,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15883,3,10.0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
15884,10,10.0,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
15885,6,4.29,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0
15886,15,2.86,8.75,0,1,0,0,0,0,0,0,0,0,0,0,0
15887,15,10.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
15888,6,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
15889,10,10.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
15890,10,5.71,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
15891,15,4.29,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0
15892,6,2.86,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
15893,15,7.14,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
15894,1,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
15895,15,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15896,6,5.71,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0
15897,6,8.57,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
15898,3,4.29,8.75,0,0,0,0,0,0,0,0,0,0,1,0,0
15899,3,1.43,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
15900,10,7.14,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
15901,10,7.14,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
15902,6,8.57,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
15903,15,8.57,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0
15904,15,8.57,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15905,15,4.29,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
15906,15,7.14,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
15907,6,8.57,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
15908,6,4.29,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
15909,6,2.86,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
15910,6,4.29,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
15911,15,1.43,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0
15912,3,5.71,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
15913,6,4.29,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
15914,6,10.0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
15915,10,4.29,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
15916,15,10.0,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
15917,10,5.71,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
15918,6,2.86,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
15919,6,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15920,15,7.14,1.25,0,0,0,0,1,0,0,0,0,0,0,0,0
15921,6,8.57,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
15922,15,2.86,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
15923,15,5.71,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
15924,15,10.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
15925,15,2.86,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0
15926,15,10.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0
15927,10,7.14,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
15928,6,2.86,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
15929,10,5.71,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15930,10,7.14,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
15931,15,5.71,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
15932,15,4.29,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0
15933,6,4.29,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
15934,10,10.0,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
15935,10,1.43,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
15936,3,7.14,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
15937,10,5.71,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
15938,3,8.57,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
15939,3,5.71,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1
15940,3,4.29,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
15941,6,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15942,3,10.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
15943,3,8.57,1.25,0,0,0,0,0,1,0,0,0,0,0,0,0
15944,15,7.14,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15945,6,4.29,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
15946,15,8.57,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0
15947,6,7.14,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
15948,6,7.14,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
15949,15,4.29,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0
15950,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
15951,10,2.86,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0
15952,3,10.0,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
15953,10,8.57,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
15954,10,8.57,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
15955,10,10.0,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
15956,10,8.57,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15957,15,7.14,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15958,15,4.29,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
15959,15,4.29,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
15960,10,5.71,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
15961,10,4.29,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
15962,15,8.57,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
15963,15,7.14,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
15964,10,7.14,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0
15965,15,10.0,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
15966,10,5.71,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
15967,10,2.86,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
15968,15,7.14,8.75,0,0,1,0,0,0,0,0,0,0,0,0,0
15969,10,8.57,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0
15970,15,8.57,8.75,0,0,0,0,0,1,0,0,0,0,0,0,0
15971,6,2.86,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
15972,15,1.43,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
15973,3,1.43,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
15974,15,2.86,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
15975,15,5.71,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0
15976,6,7.14,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
15977,15,7.14,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
15978,6,10.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
15979,15,4.29,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0
15980,15,2.86,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
15981,6,7.14,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
15982,1,1.43,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
15983,10,5.71,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
15984,10,4.29,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
15985,15,7.14,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0
15986,6,10.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1
15987,6,5.71,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
15988,15,10.0,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
15989,10,8.57,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
15990,3,2.86,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
15991,6,7.14,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
15992,6,10.0,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
15993,10,7.14,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
15994,6,4.29,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1
15995,10,5.71,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
15996,10,4.29,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
15997,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
15998,3,7.14,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
15999,6,5.71,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
16000,3,2.86,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
16001,15,4.29,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0
16002,15,4.29,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
16003,3,5.71,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
16004,10,2.86,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
16005,6,8.57,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16006,15,8.57,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
16007,15,8.57,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
16008,10,4.29,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
16009,15,4.29,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16010,15,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16011,15,10.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
16012,6,10.0,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
16013,6,8.57,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
16014,15,7.14,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
16015,10,8.57,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
16016,3,4.29,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
16017,6,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16018,15,4.29,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
16019,15,5.71,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16020,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
16021,10,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16022,15,7.14,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
16023,3,10.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
16024,15,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
16025,10,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16026,10,2.86,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
16027,15,8.57,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
16028,15,10.0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
16029,15,7.14,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
16030,10,7.14,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
16031,10,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16032,15,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16033,10,8.57,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
16034,6,2.86,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16035,10,7.14,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
16036,10,2.86,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
16037,6,4.29,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
16038,15,5.71,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
16039,6,5.71,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
16040,10,5.71,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
16041,6,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16042,10,5.71,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
16043,15,4.29,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
16044,3,8.57,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16045,6,7.14,8.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16046,10,8.57,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16047,10,5.71,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16048,3,2.86,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
16049,6,5.71,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
16050,1,4.29,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0
16051,6,5.71,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
16052,6,8.57,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
16053,15,2.86,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0
16054,15,8.57,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0
16055,6,5.71,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
16056,15,4.29,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
16057,15,5.71,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0
16058,10,5.71,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
16059,6,8.57,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0
16060,10,8.57,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0
16061,10,2.86,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
16062,6,8.57,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16063,3,10.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
16064,6,8.57,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0
16065,10,5.71,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
16066,15,8.57,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
16067,3,2.86,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
16068,15,7.14,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
16069,15,2.86,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
16070,10,8.57,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
16071,10,5.71,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
16072,1,7.14,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16073,10,5.71,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16074,10,8.57,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
16075,15,7.14,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16076,15,7.14,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
16077,15,8.57,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0
16078,6,4.29,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
16079,6,5.71,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
16080,10,10.0,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0
16081,10,2.86,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
16082,15,4.29,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
16083,15,5.71,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
16084,15,2.86,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16085,6,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
16086,6,4.29,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16087,10,8.57,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
16088,15,10.0,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
16089,6,4.29,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
16090,15,10.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
16091,10,2.86,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
16092,10,4.29,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
16093,6,7.14,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
16094,6,10.0,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
16095,10,5.71,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
16096,10,7.14,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
16097,10,2.86,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
16098,15,10.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
16099,15,8.57,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
16100,15,10.0,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
16101,10,5.71,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
16102,15,5.71,8.75,0,0,0,0,0,0,0,0,1,0,0,0,0
16103,6,7.14,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16104,15,4.29,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0
16105,15,10.0,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
16106,10,7.14,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16107,10,10.0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16108,10,7.14,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
16109,6,5.71,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16110,15,8.57,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16111,10,8.57,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
16112,10,7.14,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16113,6,8.57,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16114,10,5.71,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
16115,15,10.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
16116,15,10.0,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
16117,3,8.57,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16118,6,7.14,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
16119,10,1.43,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16120,15,7.14,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
16121,3,10.0,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
16122,6,7.14,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16123,6,4.29,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
16124,15,4.29,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
16125,15,8.57,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
16126,1,4.29,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
16127,15,5.71,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
16128,6,7.14,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16129,15,8.57,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
16130,15,7.14,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0
16131,10,8.57,8.75,0,0,0,0,1,0,0,0,0,0,0,0,0
16132,3,4.29,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
16133,15,8.57,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
16134,6,4.29,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
16135,3,5.71,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
16136,15,7.14,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
16137,6,7.14,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
16138,10,7.14,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
16139,15,4.29,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16140,6,7.14,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16141,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
16142,15,1.43,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
16143,15,7.14,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
16144,6,4.29,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
16145,10,7.14,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
16146,6,4.29,8.75,0,0,0,0,0,0,1,0,0,0,0,0,0
16147,10,8.57,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
16148,15,8.57,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
16149,15,10.0,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
16150,15,8.57,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
16151,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16152,10,2.86,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
16153,3,2.86,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
16154,1,1.43,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
16155,15,5.71,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
16156,15,4.29,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0
16157,6,5.71,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
16158,15,1.43,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
16159,15,2.86,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16160,15,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16161,15,7.14,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
16162,6,7.14,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
16163,10,5.71,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
16164,15,5.71,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16165,15,5.71,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
16166,15,10.0,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0
16167,10,5.71,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
16168,15,5.71,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
16169,10,10.0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
16170,6,5.71,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16171,15,5.71,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
16172,15,5.71,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
16173,15,7.14,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
16174,10,7.14,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
16175,15,5.71,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0
16176,15,7.14,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
16177,6,4.29,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1
16178,10,7.14,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
16179,15,4.29,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0
16180,15,5.71,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16181,6,7.14,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
16182,15,4.29,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16183,10,4.29,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
16184,10,4.29,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
16185,3,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16186,6,4.29,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
16187,15,5.71,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
16188,6,2.86,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
16189,10,2.86,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
16190,10,10.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
16191,10,8.57,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
16192,6,7.14,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
16193,6,4.29,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
16194,1,7.14,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16195,10,4.29,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
16196,15,7.14,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0
16197,3,10.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
16198,15,7.14,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
16199,15,5.71,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
16200,6,5.71,1.25,0,0,0,0,1,0,0,0,0,0,0,0,0
16201,10,10.0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
16202,15,5.71,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0
16203,15,4.29,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
