,proportion_kbw,depth/carat_kbw,table/carat_kbw,x/y_kbw,depth/table_kbw,volume/table_kbw,volume/depth_kbw
15865,10.0,0.0,0.0,7.0,7.0,8.0,7.0
15866,8.0,1.0,1.0,5.0,8.0,5.0,4.0
15867,3.0,4.0,4.0,6.0,10.0,1.0,1.0
15868,7.0,2.0,2.0,4.0,9.0,4.0,3.0
15869,3.0,5.0,4.0,4.0,12.0,1.0,1.0
15870,1.0,9.0,8.0,5.0,7.0,0.0,0.0
15871,1.0,8.0,7.0,5.0,10.0,0.0,0.0
15872,7.0,2.0,2.0,5.0,9.0,4.0,3.0
15873,2.0,8.0,8.0,7.0,5.0,0.0,0.0
15874,6.0,2.0,2.0,5.0,10.0,4.0,3.0
15875,0.0,10.0,8.0,5.0,12.0,0.0,0.0
15876,2.0,6.0,6.0,5.0,10.0,1.0,0.0
15877,3.0,5.0,4.0,4.0,9.0,1.0,1.0
15878,0.0,10.0,9.0,4.0,7.0,0.0,0.0
15879,5.0,3.0,3.0,6.0,8.0,2.0,2.0
15880,5.0,3.0,3.0,6.0,10.0,2.0,2.0
15881,4.0,4.0,5.0,7.0,3.0,1.0,1.0
15882,1.0,9.0,7.0,6.0,9.0,0.0,0.0
15883,6.0,3.0,4.0,6.0,2.0,1.0,2.0
15884,2.0,7.0,7.0,8.0,7.0,0.0,0.0
15885,4.0,4.0,4.0,4.0,9.0,1.0,1.0
15886,9.0,0.0,0.0,5.0,9.0,7.0,5.0
15887,3.0,5.0,5.0,7.0,9.0,1.0,1.0
15888,2.0,7.0,7.0,5.0,4.0,0.0,0.0
15889,3.0,5.0,5.0,7.0,7.0,1.0,1.0
15890,3.0,6.0,6.0,7.0,5.0,0.0,0.0
15891,3.0,6.0,5.0,4.0,11.0,1.0,1.0
15892,9.0,1.0,1.0,4.0,6.0,5.0,4.0
15893,4.0,5.0,4.0,5.0,9.0,1.0,1.0
15894,5.0,2.0,2.0,7.0,10.0,3.0,2.0
15895,3.0,5.0,4.0,7.0,9.0,1.0,1.0
15896,9.0,1.0,1.0,5.0,6.0,5.0,4.0
15897,2.0,7.0,7.0,5.0,4.0,0.0,0.0
15898,3.0,10.0,11.0,5.0,1.0,0.0,0.0
15899,8.0,1.0,2.0,8.0,2.0,3.0,4.0
15900,11.0,0.0,0.0,6.0,5.0,7.0,6.0
15901,8.0,2.0,2.0,6.0,3.0,3.0,3.0
15902,4.0,5.0,4.0,4.0,10.0,1.0,1.0
15903,5.0,3.0,3.0,5.0,9.0,2.0,2.0
15904,3.0,6.0,6.0,5.0,9.0,0.0,0.0
15905,11.0,0.0,0.0,6.0,8.0,9.0,7.0
15906,5.0,3.0,3.0,6.0,8.0,2.0,2.0
15907,1.0,8.0,7.0,5.0,9.0,0.0,0.0
15908,5.0,3.0,3.0,4.0,8.0,2.0,2.0
15909,10.0,0.0,0.0,4.0,6.0,8.0,7.0
15910,7.0,1.0,1.0,5.0,9.0,5.0,4.0
15911,12.0,0.0,0.0,6.0,7.0,12.0,11.0
15912,9.0,1.0,2.0,7.0,2.0,3.0,3.0
15913,5.0,3.0,3.0,4.0,9.0,2.0,2.0
15914,9.0,0.0,0.0,4.0,6.0,6.0,5.0
15915,9.0,0.0,0.0,6.0,7.0,6.0,5.0
15916,1.0,10.0,8.0,5.0,10.0,0.0,0.0
15917,3.0,5.0,5.0,5.0,6.0,1.0,1.0
15918,4.0,3.0,3.0,7.0,7.0,2.0,2.0
15919,6.0,3.0,3.0,4.0,2.0,2.0,2.0
15920,10.0,0.0,0.0,7.0,10.0,7.0,6.0
15921,3.0,5.0,5.0,3.0,8.0,1.0,1.0
15922,1.0,9.0,8.0,5.0,10.0,0.0,0.0
15923,1.0,9.0,7.0,5.0,9.0,0.0,0.0
15924,3.0,5.0,5.0,7.0,9.0,1.0,1.0
15925,2.0,8.0,7.0,4.0,7.0,0.0,0.0
15926,1.0,10.0,9.0,5.0,9.0,0.0,0.0
15927,6.0,3.0,3.0,6.0,6.0,2.0,2.0
15928,8.0,1.0,1.0,4.0,8.0,5.0,4.0
15929,1.0,9.0,8.0,6.0,7.0,0.0,0.0
15930,6.0,2.0,2.0,5.0,8.0,3.0,3.0
15931,1.0,10.0,8.0,6.0,10.0,0.0,0.0
15932,1.0,9.0,8.0,5.0,9.0,0.0,0.0
15933,7.0,1.0,1.0,8.0,8.0,4.0,3.0
15934,7.0,2.0,2.0,6.0,8.0,4.0,3.0
15935,8.0,1.0,1.0,6.0,8.0,4.0,4.0
15936,6.0,3.0,3.0,4.0,3.0,2.0,2.0
15937,8.0,2.0,2.0,6.0,5.0,4.0,3.0
15938,6.0,2.0,2.0,5.0,9.0,3.0,3.0
15939,3.0,5.0,4.0,4.0,10.0,1.0,1.0
15940,0.0,9.0,8.0,5.0,11.0,0.0,0.0
15941,8.0,1.0,1.0,5.0,8.0,5.0,4.0
15942,0.0,10.0,7.0,5.0,12.0,0.0,0.0
15943,11.0,0.0,0.0,8.0,4.0,6.0,6.0
15944,1.0,8.0,7.0,4.0,9.0,0.0,0.0
15945,2.0,7.0,7.0,8.0,5.0,0.0,0.0
15946,1.0,8.0,7.0,5.0,9.0,0.0,0.0
15947,2.0,7.0,6.0,8.0,9.0,0.0,0.0
15948,7.0,2.0,2.0,4.0,4.0,3.0,3.0
15949,4.0,5.0,4.0,5.0,10.0,1.0,1.0
15950,3.0,6.0,6.0,5.0,9.0,0.0,0.0
15951,12.0,0.0,0.0,6.0,5.0,11.0,10.0
15952,2.0,6.0,5.0,6.0,8.0,1.0,1.0
15953,9.0,1.0,1.0,8.0,5.0,5.0,4.0
15954,1.0,8.0,8.0,7.0,5.0,0.0,0.0
15955,0.0,10.0,10.0,7.0,5.0,0.0,0.0
15956,7.0,2.0,2.0,5.0,5.0,3.0,3.0
15957,5.0,3.0,3.0,4.0,10.0,2.0,2.0
15958,6.0,2.0,2.0,6.0,11.0,3.0,2.0
15959,3.0,5.0,4.0,5.0,12.0,1.0,1.0
15960,5.0,3.0,3.0,7.0,5.0,2.0,2.0
15961,7.0,2.0,2.0,8.0,5.0,3.0,3.0
15962,0.0,10.0,9.0,5.0,7.0,0.0,0.0
15963,5.0,3.0,3.0,6.0,10.0,2.0,2.0
15964,5.0,3.0,3.0,4.0,7.0,2.0,2.0
15965,2.0,6.0,6.0,5.0,10.0,0.0,0.0
15966,7.0,2.0,2.0,9.0,6.0,3.0,3.0
15967,9.0,1.0,1.0,6.0,4.0,5.0,4.0
15968,8.0,1.0,1.0,5.0,5.0,4.0,4.0
15969,1.0,10.0,9.0,6.0,7.0,0.0,0.0
15970,3.0,7.0,6.0,5.0,8.0,0.0,0.0
15971,7.0,1.0,1.0,7.0,9.0,4.0,3.0
15972,9.0,0.0,0.0,7.0,7.0,6.0,5.0
15973,9.0,0.0,0.0,4.0,8.0,7.0,6.0
15974,3.0,6.0,5.0,4.0,11.0,1.0,1.0
15975,1.0,8.0,7.0,5.0,10.0,0.0,0.0
15976,11.0,0.0,0.0,5.0,7.0,9.0,8.0
15977,1.0,9.0,8.0,5.0,8.0,0.0,0.0
15978,7.0,1.0,1.0,5.0,9.0,5.0,4.0
15979,4.0,4.0,4.0,5.0,9.0,1.0,1.0
15980,3.0,5.0,4.0,4.0,11.0,1.0,1.0
15981,3.0,5.0,6.0,4.0,4.0,1.0,1.0
15982,9.0,0.0,0.0,8.0,13.0,9.0,7.0
15983,9.0,0.0,1.0,8.0,5.0,6.0,5.0
15984,9.0,1.0,1.0,4.0,7.0,5.0,5.0
15985,1.0,10.0,8.0,3.0,10.0,0.0,0.0
15986,2.0,8.0,7.0,4.0,7.0,0.0,0.0
15987,0.0,10.0,9.0,5.0,5.0,0.0,0.0
15988,7.0,1.0,1.0,4.0,10.0,4.0,3.0
15989,6.0,2.0,2.0,6.0,5.0,3.0,3.0
15990,11.0,0.0,0.0,4.0,2.0,6.0,6.0
15991,6.0,2.0,2.0,3.0,7.0,3.0,3.0
15992,3.0,5.0,5.0,8.0,6.0,1.0,1.0
15993,8.0,2.0,1.0,7.0,9.0,4.0,3.0
15994,9.0,0.0,0.0,5.0,8.0,6.0,5.0
15995,7.0,2.0,2.0,7.0,4.0,3.0,3.0
15996,9.0,0.0,0.0,7.0,4.0,6.0,5.0
15997,7.0,2.0,2.0,6.0,7.0,3.0,3.0
15998,3.0,5.0,5.0,4.0,5.0,1.0,1.0
15999,2.0,7.0,7.0,5.0,7.0,0.0,0.0
16000,9.0,0.0,0.0,7.0,9.0,6.0,5.0
16001,9.0,0.0,0.0,4.0,7.0,6.0,5.0
16002,5.0,3.0,3.0,5.0,8.0,2.0,2.0
16003,0.0,10.0,8.0,6.0,11.0,0.0,0.0
16004,7.0,2.0,2.0,7.0,8.0,4.0,3.0
16005,5.0,3.0,3.0,4.0,5.0,2.0,2.0
16006,3.0,5.0,5.0,5.0,8.0,1.0,1.0
16007,7.0,2.0,2.0,4.0,8.0,4.0,3.0
16008,4.0,4.0,4.0,7.0,6.0,1.0,1.0
16009,0.0,10.0,8.0,5.0,11.0,0.0,0.0
16010,1.0,9.0,7.0,5.0,11.0,0.0,0.0
16011,1.0,9.0,8.0,7.0,10.0,0.0,0.0
16012,0.0,9.0,8.0,7.0,10.0,0.0,0.0
16013,4.0,3.0,3.0,6.0,6.0,2.0,2.0
16014,5.0,3.0,3.0,6.0,10.0,2.0,2.0
16015,7.0,2.0,2.0,6.0,7.0,3.0,3.0
16016,1.0,7.0,6.0,7.0,12.0,0.0,0.0
16017,3.0,6.0,6.0,5.0,8.0,0.0,0.0
16018,10.0,0.0,0.0,4.0,7.0,6.0,5.0
16019,1.0,7.0,6.0,5.0,9.0,0.0,0.0
16020,6.0,3.0,3.0,6.0,3.0,2.0,2.0
16021,1.0,9.0,9.0,7.0,6.0,0.0,0.0
16022,4.0,5.0,4.0,4.0,9.0,1.0,1.0
16023,5.0,2.0,2.0,7.0,9.0,3.0,3.0
16024,6.0,2.0,2.0,5.0,6.0,3.0,3.0
16025,2.0,7.0,6.0,5.0,7.0,0.0,0.0
16026,1.0,8.0,8.0,5.0,7.0,0.0,0.0
16027,2.0,8.0,7.0,6.0,9.0,0.0,0.0
16028,5.0,3.0,3.0,6.0,9.0,2.0,2.0
16029,9.0,0.0,0.0,7.0,9.0,7.0,5.0
16030,2.0,6.0,6.0,5.0,7.0,0.0,0.0
16031,3.0,7.0,7.0,7.0,6.0,0.0,0.0
16032,1.0,11.0,9.0,5.0,8.0,0.0,0.0
16033,3.0,6.0,6.0,6.0,5.0,0.0,1.0
16034,6.0,2.0,2.0,4.0,9.0,3.0,3.0
16035,4.0,4.0,4.0,8.0,6.0,1.0,1.0
16036,2.0,8.0,7.0,5.0,7.0,0.0,0.0
16037,8.0,1.0,0.0,6.0,10.0,6.0,4.0
16038,4.0,4.0,4.0,4.0,9.0,1.0,1.0
16039,3.0,6.0,5.0,5.0,9.0,1.0,1.0
16040,2.0,7.0,6.0,6.0,8.0,0.0,0.0
16041,4.0,4.0,4.0,4.0,9.0,1.0,1.0
16042,6.0,3.0,3.0,8.0,7.0,2.0,2.0
16043,0.0,10.0,8.0,7.0,11.0,0.0,0.0
16044,1.0,7.0,6.0,3.0,10.0,0.0,0.0
16045,0.0,10.0,9.0,5.0,10.0,0.0,0.0
16046,1.0,9.0,8.0,6.0,7.0,0.0,0.0
16047,6.0,3.0,3.0,6.0,3.0,2.0,2.0
16048,0.0,10.0,9.0,5.0,7.0,0.0,0.0
16049,6.0,2.0,2.0,7.0,9.0,4.0,3.0
16050,5.0,2.0,2.0,8.0,10.0,3.0,3.0
16051,6.0,3.0,3.0,5.0,8.0,3.0,2.0
16052,2.0,7.0,6.0,7.0,10.0,0.0,0.0
16053,1.0,10.0,8.0,5.0,10.0,0.0,0.0
16054,2.0,7.0,6.0,7.0,12.0,0.0,0.0
16055,10.0,0.0,1.0,5.0,3.0,6.0,5.0
16056,1.0,10.0,8.0,8.0,11.0,0.0,0.0
16057,8.0,1.0,1.0,5.0,11.0,5.0,4.0
16058,5.0,3.0,3.0,7.0,8.0,2.0,2.0
16059,9.0,1.0,1.0,5.0,3.0,4.0,4.0
16060,5.0,3.0,3.0,5.0,7.0,2.0,2.0
16061,10.0,0.0,0.0,6.0,9.0,7.0,6.0
16062,5.0,3.0,3.0,4.0,6.0,2.0,2.0
16063,1.0,9.0,7.0,5.0,11.0,0.0,0.0
16064,1.0,10.0,10.0,4.0,6.0,0.0,0.0
16065,7.0,2.0,2.0,8.0,7.0,4.0,3.0
16066,4.0,4.0,4.0,5.0,8.0,1.0,1.0
16067,7.0,1.0,1.0,4.0,10.0,5.0,4.0
16068,1.0,10.0,8.0,4.0,12.0,0.0,0.0
16069,7.0,2.0,1.0,5.0,11.0,4.0,3.0
16070,6.0,2.0,2.0,8.0,6.0,3.0,3.0
16071,2.0,9.0,9.0,4.0,4.0,0.0,0.0
16072,2.0,5.0,5.0,9.0,8.0,1.0,1.0
16073,1.0,9.0,9.0,5.0,7.0,0.0,0.0
16074,1.0,9.0,8.0,4.0,5.0,0.0,0.0
16075,2.0,7.0,7.0,5.0,8.0,0.0,0.0
16076,4.0,5.0,5.0,6.0,9.0,1.0,1.0
16077,1.0,8.0,7.0,5.0,9.0,0.0,0.0
16078,7.0,2.0,2.0,4.0,7.0,4.0,3.0
16079,11.0,0.0,0.0,6.0,7.0,9.0,8.0
16080,8.0,1.0,1.0,5.0,7.0,4.0,4.0
16081,8.0,1.0,1.0,4.0,8.0,5.0,4.0
16082,8.0,1.0,1.0,6.0,10.0,5.0,4.0
16083,1.0,9.0,8.0,5.0,7.0,0.0,0.0
16084,9.0,1.0,1.0,4.0,10.0,5.0,4.0
16085,10.0,0.0,1.0,5.0,3.0,6.0,5.0
16086,8.0,1.0,1.0,8.0,10.0,5.0,4.0
16087,2.0,8.0,7.0,7.0,9.0,0.0,0.0
16088,3.0,7.0,6.0,7.0,8.0,0.0,0.0
16089,8.0,1.0,1.0,5.0,10.0,5.0,4.0
16090,2.0,8.0,7.0,7.0,7.0,0.0,0.0
16091,2.0,8.0,8.0,6.0,3.0,0.0,0.0
16092,1.0,9.0,9.0,8.0,5.0,0.0,0.0
16093,1.0,9.0,7.0,7.0,10.0,0.0,0.0
16094,9.0,0.0,0.0,5.0,7.0,6.0,5.0
16095,9.0,0.0,1.0,8.0,6.0,6.0,5.0
16096,6.0,3.0,3.0,6.0,7.0,2.0,2.0
16097,7.0,2.0,2.0,6.0,4.0,3.0,3.0
16098,4.0,4.0,4.0,5.0,7.0,1.0,1.0
16099,9.0,0.0,0.0,6.0,9.0,7.0,5.0
16100,5.0,3.0,3.0,4.0,11.0,2.0,2.0
16101,1.0,9.0,8.0,7.0,5.0,0.0,0.0
16102,1.0,10.0,9.0,5.0,8.0,0.0,0.0
16103,7.0,2.0,2.0,4.0,6.0,4.0,3.0
16104,1.0,9.0,8.0,6.0,8.0,0.0,0.0
16105,2.0,6.0,6.0,7.0,11.0,1.0,0.0
16106,8.0,2.0,2.0,9.0,3.0,3.0,3.0
16107,11.0,0.0,0.0,5.0,5.0,7.0,6.0
16108,7.0,2.0,2.0,6.0,7.0,4.0,3.0
16109,8.0,1.0,1.0,4.0,6.0,5.0,4.0
16110,5.0,3.0,3.0,4.0,9.0,2.0,2.0
16111,2.0,6.0,6.0,4.0,7.0,0.0,1.0
16112,11.0,0.0,0.0,6.0,6.0,9.0,8.0
16113,7.0,1.0,1.0,5.0,8.0,4.0,4.0
16114,9.0,0.0,0.0,6.0,12.0,7.0,5.0
16115,1.0,8.0,7.0,6.0,9.0,0.0,0.0
16116,1.0,10.0,8.0,4.0,10.0,0.0,0.0
16117,8.0,2.0,2.0,5.0,2.0,3.0,3.0
16118,4.0,4.0,4.0,4.0,9.0,1.0,1.0
16119,9.0,0.0,0.0,6.0,6.0,6.0,5.0
16120,4.0,4.0,4.0,4.0,9.0,1.0,1.0
16121,1.0,7.0,6.0,5.0,12.0,0.0,0.0
16122,5.0,3.0,3.0,5.0,3.0,2.0,2.0
16123,1.0,9.0,8.0,4.0,7.0,0.0,0.0
16124,1.0,9.0,7.0,5.0,11.0,0.0,0.0
16125,3.0,5.0,5.0,5.0,9.0,1.0,1.0
16126,5.0,2.0,2.0,8.0,13.0,4.0,3.0
16127,4.0,5.0,4.0,5.0,10.0,1.0,1.0
16128,10.0,1.0,1.0,3.0,4.0,5.0,4.0
16129,7.0,2.0,1.0,5.0,9.0,4.0,3.0
16130,8.0,1.0,1.0,4.0,10.0,5.0,4.0
16131,7.0,2.0,2.0,7.0,6.0,4.0,3.0
16132,2.0,6.0,7.0,5.0,3.0,0.0,0.0
16133,2.0,7.0,7.0,5.0,9.0,0.0,0.0
16134,5.0,3.0,3.0,5.0,6.0,2.0,2.0
16135,5.0,4.0,5.0,3.0,1.0,1.0,1.0
16136,5.0,3.0,3.0,4.0,8.0,2.0,2.0
16137,2.0,6.0,6.0,4.0,6.0,0.0,0.0
16138,6.0,3.0,3.0,4.0,6.0,2.0,2.0
16139,7.0,2.0,2.0,7.0,9.0,4.0,3.0
16140,6.0,2.0,2.0,4.0,10.0,4.0,3.0
16141,2.0,8.0,7.0,5.0,7.0,0.0,0.0
16142,5.0,3.0,3.0,3.0,9.0,2.0,2.0
16143,8.0,2.0,1.0,4.0,9.0,4.0,3.0
16144,5.0,3.0,3.0,5.0,6.0,2.0,2.0
16145,11.0,0.0,0.0,6.0,6.0,9.0,7.0
16146,10.0,0.0,0.0,5.0,4.0,6.0,5.0
16147,8.0,1.0,1.0,7.0,7.0,5.0,4.0
16148,4.0,4.0,4.0,5.0,10.0,1.0,1.0
16149,4.0,4.0,4.0,4.0,9.0,1.0,1.0
16150,6.0,3.0,3.0,6.0,7.0,2.0,2.0
16151,2.0,6.0,6.0,5.0,6.0,0.0,0.0
16152,8.0,1.0,1.0,4.0,7.0,4.0,4.0
16153,12.0,0.0,0.0,4.0,2.0,8.0,8.0
16154,12.0,0.0,0.0,8.0,1.0,9.0,10.0
16155,1.0,10.0,8.0,5.0,10.0,0.0,0.0
16156,10.0,0.0,0.0,6.0,9.0,7.0,5.0
16157,1.0,10.0,9.0,5.0,7.0,0.0,0.0
16158,4.0,4.0,4.0,4.0,7.0,1.0,1.0
16159,8.0,1.0,1.0,6.0,8.0,5.0,4.0
16160,1.0,9.0,8.0,6.0,9.0,0.0,0.0
16161,7.0,2.0,2.0,7.0,11.0,4.0,3.0
16162,1.0,13.0,13.0,7.0,2.0,0.0,0.0
16163,6.0,2.0,2.0,8.0,5.0,3.0,3.0
16164,9.0,0.0,0.0,7.0,11.0,7.0,5.0
16165,4.0,5.0,4.0,4.0,9.0,1.0,1.0
16166,5.0,4.0,4.0,4.0,7.0,1.0,1.0
16167,3.0,6.0,6.0,9.0,6.0,0.0,0.0
16168,5.0,3.0,3.0,4.0,7.0,2.0,2.0
16169,2.0,6.0,6.0,7.0,6.0,0.0,0.0
16170,2.0,9.0,9.0,5.0,4.0,0.0,0.0
16171,3.0,5.0,4.0,5.0,11.0,1.0,1.0
16172,5.0,4.0,4.0,5.0,7.0,1.0,1.0
16173,1.0,9.0,7.0,7.0,10.0,0.0,0.0
16174,7.0,2.0,2.0,7.0,6.0,3.0,3.0
16175,1.0,10.0,9.0,5.0,7.0,0.0,0.0
16176,4.0,5.0,5.0,5.0,3.0,1.0,1.0
16177,0.0,11.0,9.0,5.0,11.0,0.0,0.0
16178,5.0,3.0,3.0,7.0,6.0,2.0,2.0
16179,5.0,4.0,4.0,5.0,4.0,1.0,2.0
16180,3.0,5.0,5.0,4.0,9.0,1.0,1.0
16181,1.0,8.0,7.0,4.0,11.0,0.0,0.0
16182,1.0,10.0,8.0,5.0,11.0,0.0,0.0
16183,7.0,1.0,1.0,6.0,8.0,5.0,4.0
16184,0.0,10.0,9.0,6.0,10.0,0.0,0.0
16185,3.0,7.0,7.0,5.0,3.0,0.0,0.0
16186,8.0,1.0,1.0,6.0,11.0,5.0,4.0
16187,7.0,1.0,1.0,6.0,9.0,4.0,3.0
16188,1.0,9.0,9.0,4.0,4.0,0.0,0.0
16189,10.0,0.0,0.0,6.0,6.0,6.0,5.0
16190,6.0,3.0,3.0,6.0,8.0,2.0,2.0
16191,5.0,3.0,3.0,6.0,6.0,2.0,2.0
16192,0.0,10.0,10.0,5.0,4.0,0.0,0.0
16193,7.0,2.0,2.0,4.0,8.0,4.0,3.0
16194,6.0,2.0,1.0,3.0,13.0,4.0,3.0
16195,8.0,1.0,1.0,6.0,8.0,4.0,4.0
16196,3.0,5.0,4.0,4.0,11.0,1.0,1.0
16197,7.0,2.0,2.0,6.0,3.0,3.0,3.0
16198,1.0,9.0,7.0,6.0,11.0,0.0,0.0
16199,2.0,8.0,7.0,6.0,9.0,0.0,0.0
16200,7.0,2.0,2.0,4.0,7.0,3.0,3.0
16201,0.0,10.0,9.0,7.0,7.0,0.0,0.0
16202,9.0,0.0,0.0,5.0,8.0,6.0,5.0
16203,8.0,1.0,1.0,5.0,9.0,5.0,4.0
16204,0.0,13.0,11.0,5.0,7.0,0.0,0.0
16205,8.0,1.0,1.0,6.0,8.0,5.0,4.0
16206,2.0,5.0,5.0,7.0,11.0,1.0,1.0
16207,5.0,2.0,2.0,3.0,11.0,3.0,2.0
16208,4.0,4.0,4.0,7.0,7.0,1.0,1.0
16209,8.0,1.0,1.0,5.0,7.0,4.0,4.0
16210,8.0,1.0,1.0,5.0,6.0,4.0,4.0
16211,5.0,4.0,4.0,5.0,4.0,1.0,1.0
16212,1.0,9.0,9.0,5.0,3.0,0.0,0.0
16213,6.0,3.0,3.0,6.0,3.0,2.0,2.0
16214,6.0,3.0,3.0,5.0,10.0,2.0,2.0
16215,2.0,7.0,6.0,5.0,8.0,0.0,0.0
16216,2.0,8.0,9.0,7.0,4.0,0.0,0.0
16217,7.0,2.0,2.0,7.0,5.0,3.0,3.0
16218,8.0,2.0,2.0,7.0,8.0,4.0,3.0
16219,10.0,0.0,0.0,8.0,8.0,9.0,7.0
16220,0.0,10.0,9.0,6.0,8.0,0.0,0.0
16221,2.0,8.0,7.0,7.0,9.0,0.0,0.0
16222,2.0,8.0,7.0,5.0,9.0,0.0,0.0
16223,1.0,9.0,8.0,5.0,8.0,0.0,0.0
16224,6.0,2.0,2.0,7.0,11.0,4.0,3.0
16225,8.0,1.0,1.0,5.0,7.0,5.0,4.0
16226,3.0,5.0,4.0,5.0,11.0,1.0,1.0
16227,1.0,9.0,8.0,6.0,7.0,0.0,0.0
16228,8.0,2.0,4.0,8.0,1.0,2.0,2.0
16229,2.0,7.0,6.0,5.0,8.0,0.0,0.0
16230,7.0,2.0,2.0,8.0,9.0,4.0,3.0
16231,1.0,9.0,9.0,5.0,5.0,0.0,0.0
16232,7.0,2.0,2.0,4.0,7.0,3.0,3.0
16233,2.0,7.0,6.0,7.0,8.0,0.0,0.0
16234,11.0,0.0,0.0,6.0,7.0,7.0,6.0
16235,3.0,5.0,4.0,5.0,13.0,1.0,1.0
16236,3.0,5.0,4.0,5.0,11.0,1.0,1.0
16237,1.0,8.0,7.0,5.0,8.0,0.0,0.0
16238,6.0,3.0,2.0,5.0,10.0,3.0,2.0
16239,5.0,4.0,5.0,7.0,3.0,1.0,1.0
16240,7.0,1.0,1.0,6.0,9.0,5.0,4.0
16241,7.0,2.0,2.0,5.0,9.0,4.0,3.0
16242,8.0,1.0,1.0,5.0,9.0,5.0,4.0
16243,8.0,2.0,2.0,8.0,6.0,4.0,3.0
16244,0.0,5.0,5.0,5.0,9.0,1.0,1.0
16245,9.0,0.0,0.0,5.0,8.0,6.0,5.0
16246,6.0,3.0,3.0,7.0,7.0,2.0,2.0
16247,9.0,1.0,1.0,5.0,10.0,6.0,4.0
16248,10.0,0.0,0.0,5.0,3.0,6.0,5.0
16249,3.0,5.0,5.0,5.0,9.0,1.0,1.0
16250,3.0,5.0,4.0,8.0,7.0,1.0,1.0
16251,4.0,4.0,4.0,7.0,7.0,1.0,1.0
16252,2.0,7.0,6.0,4.0,11.0,0.0,0.0
16253,4.0,4.0,4.0,4.0,8.0,1.0,1.0
16254,8.0,2.0,1.0,3.0,10.0,4.0,3.0
16255,8.0,1.0,0.0,6.0,12.0,6.0,4.0
16256,6.0,2.0,2.0,7.0,11.0,4.0,3.0
16257,2.0,6.0,6.0,7.0,11.0,0.0,0.0
16258,6.0,2.0,2.0,7.0,7.0,3.0,3.0
16259,0.0,12.0,12.0,5.0,2.0,0.0,0.0
16260,5.0,3.0,3.0,6.0,5.0,2.0,2.0
16261,0.0,12.0,10.0,4.0,8.0,0.0,0.0
16262,2.0,6.0,6.0,4.0,10.0,0.0,0.0
16263,1.0,10.0,8.0,5.0,9.0,0.0,0.0
16264,1.0,9.0,8.0,6.0,7.0,0.0,0.0
16265,9.0,1.0,2.0,4.0,5.0,4.0,3.0
16266,8.0,1.0,1.0,5.0,10.0,5.0,4.0
16267,10.0,0.0,0.0,7.0,5.0,7.0,6.0
16268,6.0,2.0,2.0,4.0,9.0,4.0,3.0
16269,5.0,3.0,3.0,3.0,8.0,2.0,2.0
16270,2.0,8.0,7.0,4.0,10.0,0.0,0.0
16271,7.0,2.0,2.0,5.0,8.0,4.0,3.0
16272,1.0,10.0,9.0,5.0,9.0,0.0,0.0
16273,4.0,4.0,4.0,4.0,9.0,1.0,1.0
16274,1.0,9.0,7.0,4.0,11.0,0.0,0.0
16275,4.0,2.0,2.0,7.0,11.0,3.0,3.0
16276,1.0,9.0,8.0,4.0,10.0,0.0,0.0
16277,8.0,1.0,1.0,6.0,11.0,5.0,4.0
16278,8.0,1.0,1.0,4.0,6.0,4.0,4.0
16279,12.0,0.0,0.0,6.0,2.0,7.0,7.0
16280,1.0,9.0,7.0,6.0,12.0,0.0,0.0
16281,3.0,6.0,6.0,7.0,9.0,1.0,0.0
16282,7.0,1.0,1.0,5.0,10.0,5.0,4.0
16283,1.0,9.0,8.0,5.0,8.0,0.0,0.0
16284,4.0,3.0,3.0,5.0,11.0,2.0,2.0
16285,7.0,2.0,2.0,5.0,6.0,3.0,3.0
16286,8.0,1.0,1.0,4.0,8.0,5.0,4.0
16287,0.0,14.0,12.0,3.0,6.0,0.0,0.0
16288,1.0,9.0,7.0,5.0,10.0,0.0,0.0
16289,6.0,2.0,1.0,8.0,12.0,4.0,3.0
16290,4.0,5.0,5.0,5.0,8.0,1.0,1.0
16291,11.0,0.0,0.0,4.0,4.0,8.0,8.0
16292,7.0,2.0,2.0,4.0,6.0,4.0,3.0
16293,5.0,3.0,3.0,5.0,8.0,2.0,2.0
16294,5.0,3.0,3.0,5.0,10.0,2.0,2.0
16295,2.0,7.0,6.0,6.0,7.0,0.0,0.0
16296,4.0,4.0,4.0,6.0,9.0,1.0,1.0
16297,6.0,2.0,2.0,4.0,11.0,4.0,3.0
16298,1.0,10.0,8.0,6.0,8.0,0.0,0.0
16299,5.0,3.0,3.0,5.0,8.0,2.0,2.0
16300,1.0,10.0,9.0,6.0,5.0,0.0,0.0
16301,7.0,2.0,2.0,4.0,9.0,3.0,3.0
16302,6.0,2.0,2.0,4.0,10.0,4.0,3.0
16303,4.0,4.0,5.0,5.0,5.0,1.0,1.0
16304,1.0,9.0,7.0,6.0,9.0,0.0,0.0
16305,5.0,3.0,3.0,7.0,12.0,2.0,2.0
16306,5.0,3.0,3.0,5.0,10.0,2.0,2.0
16307,4.0,5.0,4.0,4.0,10.0,1.0,1.0
16308,9.0,0.0,0.0,4.0,7.0,6.0,5.0
16309,11.0,0.0,0.0,4.0,9.0,10.0,9.0
16310,0.0,13.0,11.0,4.0,8.0,0.0,0.0
16311,7.0,2.0,2.0,5.0,8.0,4.0,3.0
16312,1.0,10.0,10.0,7.0,3.0,0.0,0.0
16313,8.0,1.0,1.0,7.0,8.0,5.0,4.0
